publication_id,title,publication_year,publication_type,venue,doi,publication_url,openalex_work_id,cited_by_count,is_open_access,oa_status,source_name,abstract,abstract_len,venue_name,venue_type,language,topic_1,topic_1_score,topic_2,topic_3,subfield,field,domain,topics_all,keywords,concepts,author_institutions,institution_countries,n_authors,referenced_works_count,oa_url,has_rvce_author,is_recent,attribution_confidence
W3116372758,FPGA Spartan6を用いた中央値フィルタリングのための高度に効率的なソーティングアルゴリズムの実装【Powered by NICT】,2017,conference-paper,IEEE Conference Proceedings,,https://jglobal.jst.go.jp/detail?JGLOBAL_ID=201702231359565821,https://openalex.org/W3116372758,0,False,closed,OpenAlex,,0,IEEE Conference Proceedings,conference,ja,Embedded Systems Design Techniques,0.1025,Numerical Methods and Algorithms,Cryptographic Implementations and Security,Hardware and Architecture,Computer Science,Physical Sciences,Embedded Systems Design Techniques; Numerical Methods and Algorithms; Cryptographic Implementations and Security,Computer science,Computer science,,,3,0,,False,False,medium
W2734712894,Implementation of highly efficient sorting algorithm for median filtering using FPGA Spartan 6,2017,conference-paper,,10.1109/icimia.2017.7975614,https://doi.org/10.1109/icimia.2017.7975614,https://openalex.org/W2734712894,16,False,closed,OpenAlex,"Reducing the noise content in an image is the important factor in image processing and its applications. Some of the noises which cause a serious degradation in the image quality are multiplicative noise, salt and pepper noise, impulse noise, gaussian noise, additive noise etc. Among these, salt and pepper noise can be eliminated using median filtering techniques. Sorting techniques have been beneficial for median filtering. In this paper a highly efficient optimized sorting algorithm is implemented for median filter. Median filter is used to calculate the median of set of pixel values of a window. To compare the same column pixel values, data is acquired from FPGA parallely. The adjacent median filter results are saved temporarily using D flip-flops. This method increases the efficiency of execution by reducing the comparisons from 21 to 13 and significantly increases 40% efficiency. Sorting algorithm is implemented using FPGA Spartan 6 LX45. It is cost efficient and also power efficient since it consumes half the power compared to earlier Spartan families.",1074,,,en,Image and Signal Denoising Methods,1.0,Digital Filter Design and Implementation,Advanced Data Compression Techniques,Computer Vision and Pattern Recognition,Computer Science,Physical Sciences,Image and Signal Denoising Methods; Digital Filter Design and Implementation; Advanced Data Compression Techniques,Median filter; Salt-and-pepper noise; Impulse noise; Computer science; Gaussian noise; Field-programmable gate array; Noise (video); Sorting; Pixel; Algorithm; Filter (signal processing); Noise reduction; Computer vision; Computer hardware; Image processing; Image (mathematics),Median filter; Salt-and-pepper noise; Impulse noise; Computer science; Gaussian noise; Field-programmable gate array; Noise (video); Sorting; Pixel; Algorithm; Filter (signal processing); Noise reduction; Computer vision,R.V. College of Engineering,,3,8,,True,False,high
W2783628335,Interfacing of flash memory and DDR3 RAM memory with Kintex 7 FPGA board,2017,conference-paper,,10.1109/rteict.2017.8256950,https://doi.org/10.1109/rteict.2017.8256950,https://openalex.org/W2783628335,20,False,closed,OpenAlex,"Radar's are being used in wide variety of military and civilian applications. Radar's have become an essential component of the current military system. Speed of signal detection and processing the signal is an important factor in Radar. To increase the speed of the signal detection and processing the interfacing of flash Memory and DDR3 RAM Memory with Kintex 7 FPGA Board is implemented. This paper describes the interfacing of memory components with Kintex-7 FPGA Board, that will be able to increase the computation speed by making use of DDR3 RAM memory, Flash memory and Kintex 7 FPGA Board. Hence the access to the look up table will be faster to form main lobes towards the signal of interest and nulls towards the jamming signal which intern improves the number of Transmit-Receive elements, which improves the efficiency of the system.",847,,,en,Embedded Systems and FPGA Applications,0.9993,Advancements in PLL and VCO Technologies,Numerical Methods and Algorithms,Electrical and Electronic Engineering,Engineering,Physical Sciences,Embedded Systems and FPGA Applications; Advancements in PLL and VCO Technologies; Numerical Methods and Algorithms,Interfacing; Computer science; Field-programmable gate array; Computer hardware; Semiconductor memory; Flash (photography); Flash memory; SIGNAL (programming language); Memory management; Embedded system; Computer memory,Interfacing; Computer science; Field-programmable gate array; Computer hardware; Semiconductor memory; Flash (photography); Flash memory; SIGNAL (programming language); Memory management; Embedded system; Computer memory,R.V. College of Engineering,,4,10,,True,False,high
W2757129631,"Elegant and efficient algorithms for real time object detection, counting and classification for video surveillance applications from single fixed camera",2016,conference-paper,,10.1109/cimca.2016.8053292,https://doi.org/10.1109/cimca.2016.8053292,https://openalex.org/W2757129631,29,False,closed,OpenAlex,"Video Surveillance is very important and essential task for security applications. Earlier surveillance was like capturing a video from camera, storing the information in a database, and then required contents were accessed manually from the database. It may lead to loss of sensitive information in real time. In such cases automated video surveillance is very essential. In automated video surveillance, object detection and tracking can be done in real time, and it finds the required information, also informs to the administrator in real time. This paper describes the detection of objects in real time and counts the number of objects. It also describes the objects classification; it is classified in to five predefined classes namely human beings, cars, motor bikes, busses and horses by the method of features extraction and Comparision.",846,,,en,Video Surveillance and Tracking Methods,0.9994,Advanced Image and Video Retrieval Techniques,Image Retrieval and Classification Techniques,Computer Vision and Pattern Recognition,Computer Science,Physical Sciences,Video Surveillance and Tracking Methods; Advanced Image and Video Retrieval Techniques; Image Retrieval and Classification Techniques,Computer science; Video tracking; Object detection; Task (project management); Computer vision; Artificial intelligence; Object (grammar); Tracking (education); Video processing; Pattern recognition (psychology),Computer science; Video tracking; Object detection; Task (project management); Computer vision; Artificial intelligence; Object (grammar); Tracking (education); Video processing,R.V. College of Engineering,,2,21,,True,False,high
W2569292362,Implementation of real time moving object detection and tracking on FPGA for video surveillance applications,2016,conference-paper,,10.1109/discover.2016.7806248,https://doi.org/10.1109/discover.2016.7806248,https://openalex.org/W2569292362,29,False,closed,OpenAlex,"Computer vision has played a key role in developing object detection and tracking techniques for Surveillance system. Most of the implementations currently employed are based on Serial execution on General Purpose Processors. But the high cost and complexity of such implementations doesn't make it a viable option for real time surveillance system. The system proposed here is implemented on Field Programmable Gate Arrays (FPGA) Zynq XC7Z020 board using Modified Background Subtraction algorithm for real-time Object Detection and Tracking. The presence of numerous configurable logic blocks, distributed memory and hard Digital Signal Processing (DSP) modules offers a great flexibility in achieving Temporal and Spatial parallelism. This paper uses Xilinx ISE software for implementation which is programmed in VHDL. OV7670 camera used in the paper has a resolution of 0.3 Megapixel and it captures the video at a speed of 30fps. The reference frame and the subsequent incoming frames are stored in different memory modules before the Modified Background Subtraction algorithm is applied on these frames to obtain the difference image. After comparing it with the threshold, the resultant image is displayed and its addresses are stored in order to track it. The system works in real time with minimum time lag between the capture and display. Moreover the entire system is optimized in terms of speed, memory requirements as well as the number of logic elements used which makes it suitable for application in real-time surveillance system.",1545,,,en,Video Surveillance and Tracking Methods,0.9999,Advanced Vision and Imaging,Image Enhancement Techniques,Computer Vision and Pattern Recognition,Computer Science,Physical Sciences,Video Surveillance and Tracking Methods; Advanced Vision and Imaging; Image Enhancement Techniques,Computer science; Field-programmable gate array; Background subtraction; VHDL; Video tracking; Frame rate; Computer hardware; Real-time computing; Digital signal processing; Flexibility (engineering); Frame (networking); Object detection; Embedded system; Video processing; Computer vision; Pixel,Computer science; Field-programmable gate array; Background subtraction; VHDL; Video tracking; Frame rate; Computer hardware; Real-time computing; Digital signal processing; Flexibility (engineering); Frame (networking); Object detection; Embedded system; Video processing,Al-Ameen College of Pharmacy; R.V. College of Engineering,IN,6,11,,True,False,high
W2732471988,PAPR reduction and performance analysis of modulation techniques in OFDM for WLAN applications,2016,conference-paper,,10.1109/scopes.2016.7955703,https://doi.org/10.1109/scopes.2016.7955703,https://openalex.org/W2732471988,1,False,closed,OpenAlex,"Orthogonal Frequency Division Multiplexing (OFDM) is a multi-carrier multiplexing technique used in many applications such as Wireless Local Area Network (WLAN), Digital Audio Broadcasting Terrestrial (DAB-T) and Long Term Evolution (LTE). It provides high efficiency and low data loss in multipath environment hence there is a need for suitable modulation technique. Different modulation techniques in OFDM give different Bit Error Rate (BER) performance and spectral efficiency. Moreover Even after modulation the output of Inverse Fast Fourier Transform (IFFT) gives large Peak Amplitude Power Ratio (PAPR) which poses a problem in amplifier efficiency and complexity in analog to digital converters. This paper aims at finding a suitable modulation scheme and efficient technique to reduce PAPR in OFDM, based on BER and bandwidth. Algorithms are implemented using MATLAB for different modulation schemes over AWGN, Rayleigh and Rician channel for WLAN application with 52 subcarriers. Random bits are generated such that there are 16 symbols, each symbol having 52 bits. In AWGN for 3db SNR 64-QAM gives BER of 0.23 and to achieve same BER, 64-PSK requires 25db SNR. Rician channel gives better performance compared to Rayleigh, where BER is 0.2965 for Rayleigh and 0.2714 for Rician thereby reducing it by 0.02. Using wavelet transform PAPR is reduced to 62% of that using FFT.",1383,,,en,PAPR reduction in OFDM,0.9978,Advanced Wireless Communication Techniques,Wireless Communication Networks Research,Electrical and Electronic Engineering,Engineering,Physical Sciences,PAPR reduction in OFDM; Advanced Wireless Communication Techniques; Wireless Communication Networks Research,Orthogonal frequency-division multiplexing; Computer science; Electronic engineering; Bit error rate; Additive white Gaussian noise; Spectral efficiency; Rician fading; Quadrature amplitude modulation; Phase-shift keying; Modulation (music); Reduction (mathematics); Fast Fourier transform; Multipath propagation; Algorithm; Channel (broadcasting); Telecommunications; Fading; Engineering; Mathematics; Physics,Orthogonal frequency-division multiplexing; Computer science; Electronic engineering; Bit error rate; Additive white Gaussian noise; Spectral efficiency; Rician fading; Quadrature amplitude modulation; Phase-shift keying; Modulation (music); Reduction (mathematics); Fast Fourier transform; Multipath propagation; Algorithm,R.V. College of Engineering,,3,2,,True,False,high
W2758527172,Power and area optimization of decimation filter for application in Sigma Delta ADC,2016,conference-paper,,10.1109/cimca.2016.8053268,https://doi.org/10.1109/cimca.2016.8053268,https://openalex.org/W2758527172,5,False,closed,OpenAlex,"The decimation filters find application in Sigma-Delta ADCs to decimate its oversampled output data to Nyquist sampling rate. The decimation filters determine the overall performance of the ADC as it occupies most of the area and power consumption. Therefore, this paper proposes the decimation filter design using the Cascaded Integrated Comb (CIC) filter to optimize the performance of XV ADC with respect to its area and power consumption. The design consists of a three stage decimator i.e. two FIR filters and a CIC filter. The design for the decimation filter is initially simulated in SIMULINK to verify its functionality and later the Simulink blocks are replaced by DSP blocksets in Xilinx System generator and the design is co-simulated on Zynq XC7Z020 FPGA board using Xilinx ISE software in Verilog language. The proposed design has a power consumption of 9mW and uses 2131 number of logic elements and has an 82.95% improvement in the number of slice registers used.",979,,,en,Analog and Mixed-Signal Circuit Design,0.9999,Digital Filter Design and Implementation,Advancements in PLL and VCO Technologies,Biomedical Engineering,Engineering,Physical Sciences,Analog and Mixed-Signal Circuit Design; Digital Filter Design and Implementation; Advancements in PLL and VCO Technologies,Decimation; Cascaded integrator–comb filter; Delta-sigma modulation; Verilog; Finite impulse response; Field-programmable gate array; Computer science; Filter (signal processing); Nyquist rate; Filter design; Comb filter; Oversampling; Electronic engineering; Sampling (signal processing); Computer hardware; Root-raised-cosine filter; Engineering; Algorithm; Telecommunications; Bandwidth (computing),Decimation; Cascaded integrator–comb filter; Delta-sigma modulation; Verilog; Finite impulse response; Field-programmable gate array; Computer science; Filter (signal processing); Nyquist rate; Filter design; Comb filter; Oversampling; Electronic engineering; Sampling (signal processing); Computer hardware,Al-Ameen College of Pharmacy; R.V. College of Engineering,IN,4,9,,True,False,high
W2575830442,Real-time implementation of object detection and tracking on DSP for video surveillance applications,2016,conference-paper,,10.1109/rteict.2016.7808180,https://doi.org/10.1109/rteict.2016.7808180,https://openalex.org/W2575830442,25,False,closed,OpenAlex,"In the recent years, object detection and tracking has become an integral part of various applications such as Surveillance system, Vehicle navigation, and autonomous robot navigation. Especially in the field of surveillance system it has gained greater significance than ever before due to the recent terror activities taking place all over the world. Many efforts have been made to make the system automated in order to decrease the complexity and to increase the ease with which it can be implemented. The paper describes the implementation of Object Detection and Tracking for the surveillance system on DSP board Embest Dev Kit 8500D using Modified Background Subtraction algorithm. The camera used in the system, Microsoft LifeCam HD 3000 camera, operates at a speed of 30fps. The DSP board acts as a standalone system with Linux based Angstrom Operating System (OS) installed in it and it is programmed in C++ language integrated with OpenCV library. Contrary to the conventional Background Subtraction algorithm where a fixed reference frame is subtracted from incoming frame, Frame Differencing technique is used in this paper in which two consecutive frames are subtracted from one another to remove the stationary background. The design is successfully implemented to detect and track the object with a minimum time delay.",1333,,,en,Video Surveillance and Tracking Methods,1.0,IoT-based Smart Home Systems,Advanced Vision and Imaging,Computer Vision and Pattern Recognition,Computer Science,Physical Sciences,Video Surveillance and Tracking Methods; IoT-based Smart Home Systems; Advanced Vision and Imaging,Background subtraction; Computer science; Video tracking; Frame (networking); Frame rate; Object detection; Digital signal processing; Computer vision; Artificial intelligence; Tracking system; Real-time computing; Object (grammar); Tracking (education); Computer hardware; Pixel; Filter (signal processing); Telecommunications,Background subtraction; Computer science; Video tracking; Frame (networking); Frame rate; Object detection; Digital signal processing; Computer vision; Artificial intelligence; Tracking system; Real-time computing; Object (grammar); Tracking (education); Computer hardware,Al-Ameen College of Pharmacy; R.V. College of Engineering,IN,6,10,,True,False,high
W2747127736,ビデオ監視応用のためのDSP上での物体検出と追跡の実時間実装【Powered by NICT】,2016,conference-paper,IEEE Conference Proceedings,,https://jglobal.jst.go.jp/public/201702288734384765,https://openalex.org/W2747127736,0,False,closed,OpenAlex,,0,IEEE Conference Proceedings,conference,ja,Military Technology and Strategies,0.0184,Legal and Regulatory Analysis,"Linguistic, Cultural, and Literary Studies",Aerospace Engineering,Engineering,Physical Sciences,"Military Technology and Strategies; Legal and Regulatory Analysis; Linguistic, Cultural, and Literary Studies",Digital signal processing; Computer science; Computer hardware,Digital signal processing; Computer science,,,6,0,,False,False,medium
W2753099785,ビデオ監視応用のための移動物体検出とFPGA上の追跡実時間の実現【Powered by NICT】,2016,conference-paper,IEEE Conference Proceedings,,http://jglobal.jst.go.jp/public/20090422/201702249516954264,https://openalex.org/W2753099785,0,False,closed,OpenAlex,,0,IEEE Conference Proceedings,conference,ja,Military Technology and Strategies,0.0184,Legal and Regulatory Analysis,"Linguistic, Cultural, and Literary Studies",Aerospace Engineering,Engineering,Physical Sciences,"Military Technology and Strategies; Legal and Regulatory Analysis; Linguistic, Cultural, and Literary Studies",Field-programmable gate array; Computer science; Embedded system,Field-programmable gate array; Computer science; Embedded system,,,6,0,,False,False,medium
W2241208923,CAP to DIAMETER protocol converter,2015,conference-paper,,10.1109/icgciot.2015.7380535,https://doi.org/10.1109/icgciot.2015.7380535,https://openalex.org/W2241208923,3,False,closed,OpenAlex,"Customized applications for mobile network enhanced logic (CAMEL) application part (CAP) is a protocol used in 3G networks in order to communicate between the different components in the network. Where as in 4G networks DIAMETER protocol is used which provides higher data rates and increased throughput in the network, when compared to the CAMEL protocol. This paper describes the conversion of CAMEL protocol to DIAMETER protocol which helps in increased throughput and bandwidth utilization. The obtained result shows the call processing capability under various traffic conditions such as voice calls and short message service (SMS) calls depending on the SCP Action and CAP control modes. The CAP - Ro translator is a part of the interworking function (IWF).",763,,,en,Wireless Communication Networks Research,0.9989,"IPv6, Mobility, Handover, Networks, Security",Advanced Wireless Network Optimization,Computer Networks and Communications,Computer Science,Physical Sciences,"Wireless Communication Networks Research; IPv6, Mobility, Handover, Networks, Security; Advanced Wireless Network Optimization",Computer network; Computer science; Throughput; Protocol (science); Bandwidth (computing); Internet Protocol Control Protocol; Cellular network; Tunneling protocol; Mobile telephony; User Datagram Protocol; Internet protocol suite; Mobile radio; Telecommunications; The Internet; Wireless; Operating system,Computer network; Computer science; Throughput; Protocol (science); Bandwidth (computing); Internet Protocol Control Protocol; Cellular network; Tunneling protocol; Mobile telephony; User Datagram Protocol; Internet protocol suite,Bangalore Medical College and Research Institute; R.V. College of Engineering,IN,3,4,,True,False,high
W2181913649,Correlator based group delay measurement for delta-DOR signals,2015,conference-paper,,10.1109/gcct.2015.7342697,https://doi.org/10.1109/gcct.2015.7342697,https://openalex.org/W2181913649,4,False,closed,OpenAlex,"Very Long Base Line Interferometry (VLBI) is a technique that allows determination of angular position of spacecraft by measuring the geometric time delay between received radio signals at two geographically separated base stations. Delta Differential One Way Ranging (Delta-DOR) is an application of VLBI where delay measurements of a spacecraft radio signals are compared with delay measurements of angularly nearby quasar radio signals. Delta-DOR is a framework that can increase the accuracy of deciding the Spacecraft position in deep space when combined with other navigation techniques. Navigation and tracking of spacecraft is rudimentary until it reaches its designated orbit. The Delta-DOR correlator system gathers signals from independent antennas which are then processed to find essential data used for guidance and navigation of spacecraft. The high speed parallel correlator designed can calculate delay up to 64 lags, with a maximum integration time of 800μs. The design was synthesized using Xilinx ISE 14.1 and simulated with ISim and validated on Virtex-5 family ML510 Embedded Development platform. The correlator structure chosen is amenable for expansion to calculate larger lags in future.",1213,,,en,Radio Astronomy Observations and Technology,0.9996,GNSS positioning and interference,Advanced Frequency and Time Standards,Astronomy and Astrophysics,Physics and Astronomy,Physical Sciences,Radio Astronomy Observations and Technology; GNSS positioning and interference; Advanced Frequency and Time Standards,Spacecraft; Very-long-baseline interferometry; Position (finance); Computer science; NASA Deep Space Network; Orbit determination; Interferometry; Orbit (dynamics); Remote sensing; Geodesy; Real-time computing; Physics; Global Positioning System; Aerospace engineering; Engineering; Geology; Telecommunications; Astronomy,Spacecraft; Very-long-baseline interferometry; Position (finance); Computer science; NASA Deep Space Network; Orbit determination; Interferometry; Orbit (dynamics); Remote sensing; Geodesy; Real-time computing; Physics,Al-Ameen College of Pharmacy; Indian Space Research Organisation; R.V. College of Engineering; Research Institute of Posts and Telecommunications,IN; SK,7,8,,True,False,high
W1525969044,Real time objects detection and positioning in multiple regions using single fixed camera view for video surveillance applications,2015,conference-paper,,10.1109/eesco.2015.7253654,https://doi.org/10.1109/eesco.2015.7253654,https://openalex.org/W1525969044,9,False,closed,OpenAlex,Removed.,8,,,en,Video Surveillance and Tracking Methods,0.9997,Robotics and Sensor-Based Localization,IoT-based Smart Home Systems,Computer Vision and Pattern Recognition,Computer Science,Physical Sciences,Video Surveillance and Tracking Methods; Robotics and Sensor-Based Localization; IoT-based Smart Home Systems,Computer science; Computer vision; Artificial intelligence; Single camera; Computer graphics (images); Real-time computing,Computer science; Computer vision; Artificial intelligence; Single camera; Computer graphics (images); Real-time computing,R.V. College of Engineering,,3,14,,True,False,high
W2241134592,"Real Time Smart, Intelligent and Novel Embedded Vehicle Interceptor for Security Applications",2015,book-chapter,,10.1007/978-81-322-2553-9_47,https://doi.org/10.1007/978-81-322-2553-9_47,https://openalex.org/W2241134592,1,False,closed,OpenAlex,,0,,,en,Video Surveillance and Tracking Methods,0.9984,Fire Detection and Safety Systems,Autonomous Vehicle Technology and Safety,Computer Vision and Pattern Recognition,Computer Science,Physical Sciences,Video Surveillance and Tracking Methods; Fire Detection and Safety Systems; Autonomous Vehicle Technology and Safety,Computer security; Computer science; Embedded system,Computer security; Computer science; Embedded system,R.V. College of Engineering,,3,3,,True,False,high
W2181860697,Remote monitoring of heart rate and music to tune the heart rate,2015,conference-paper,,10.1109/gcct.2015.7342748,https://doi.org/10.1109/gcct.2015.7342748,https://openalex.org/W2181860697,11,False,closed,OpenAlex,"In the present world scenario health is of a major concern. The heart rate forms a vital measure of a person's health. It helps to monitor the body's present condition and hence provide ways to improve it, if there are any ailments. Presently the heart rate of a person is measured using equipment like stethoscope and electrodes which require the person to be present physically. In current scenario, people or public is realizing too late to receive serious medical care when things are non-invertible. On the other hand access too many medical equipment is difficult and expensive. In order to overcome these drawbacks a system that remotely monitors the heart rate is required and to play music depending on the heart rate to accolade work out regimes. The main objective of this paper is to design and develop a system that remotely monitors the heart rate and to play music depending on the tune of heartbeat to compliment exercise regimes. A pulse sensor circuit is designed to obtain the heart beats per minute (bpm). The output of the sensor is sent to the Arduino Ethernet shield's web server. People can monitor physical status of the patent remotely from the web. The heart rate is obtained from the heart rate sensor. Based on the heartbeat obtained the Arduino is programmed to play a music accordingly. In order to play a music Arduino is connected to the Audio shield, which plays music depending on the human heart rate, the heart rate of the patient can be viewed by entering the IP (internet protocol) address of the client's Arduino Ethernet shield on the web browser. It is observed that the obtained heart rate will have a maximum error value of 2 bpm and music are played using Arduino audio player depending on the heart rate.",1750,,,en,EEG and Brain-Computer Interfaces,0.9983,Non-Invasive Vital Sign Monitoring,ECG Monitoring and Analysis,Cognitive Neuroscience,Neuroscience,Life Sciences,EEG and Brain-Computer Interfaces; Non-Invasive Vital Sign Monitoring; ECG Monitoring and Analysis,Heartbeat; Arduino; Heart rate; Stethoscope; Computer science; Ethernet; Embedded system; Computer security; Medicine; Computer hardware; Blood pressure; Internal medicine,Heartbeat; Arduino; Heart rate; Stethoscope; Computer science; Ethernet; Embedded system,Al-Ameen College of Pharmacy; R.V. College of Engineering,IN,3,12,,True,False,high
W2155003627,Concrete Jacketing of Deficient Exterior Beam Column Joints with One Way Spiral Ties,2014,book-chapter,Advances in Structural Engineering,10.1007/978-81-322-2187-6_159,https://doi.org/10.1007/978-81-322-2187-6_159,https://openalex.org/W2155003627,0,False,closed,OpenAlex,,0,Advances in Structural Engineering,journal,en,Structural Behavior of Reinforced Concrete,0.9999,Seismic Performance and Analysis,Structural Response to Dynamic Loads,Building and Construction,Engineering,Physical Sciences,Structural Behavior of Reinforced Concrete; Seismic Performance and Analysis; Structural Response to Dynamic Loads,Structural engineering; Ductility (Earth science); Dissipation; Joint (building); Plastic hinge; Beam (structure); Materials science; Spiral (railway); Catenary; Diagonal; Discontinuity (linguistics); Retrofitting; Engineering; Composite material,Structural engineering; Ductility (Earth science); Dissipation; Joint (building); Plastic hinge; Beam (structure); Materials science; Spiral (railway); Catenary; Diagonal; Discontinuity (linguistics); Retrofitting; Engineering; Composite material,,,3,8,,False,False,medium
W2072802512,MACHINE LEARNING APPROACHES IN IMPROVING SERVICE LEVEL AGREEMENT-BASED ADMISSION CONTROL FOR A SOFTWARE-AS-A-SERVICE PROVIDER IN CLOUD,2013,article,Journal of Computer Science,10.3844/jcssp.2013.1283.1294,https://doi.org/10.3844/jcssp.2013.1283.1294,https://openalex.org/W2072802512,9,True,hybrid,OpenAlex,"Software as a Service (SaaS) offers reliable access to software applications to the end users over the Internet without direct investment in infrastructure and software. SaaS providers utilize resources of internal data centres or rent resources from a public Infrastructure as a Service (IaaS) provider in order to serve their customers. Internal hosting can ample cost of administration and maintenance whereas hiring from an IaaS provider can impact the service quality due to its variable performance. To surmount these drawbacks, we propose pioneering admission control and scheduling algorithms for SaaS providers to effectively utilize public Cloud resources to maximize profit by minimizing cost and improving customer satisfaction level. There is a drawback in this method is strength of the algorithms by handling errors in dynamic scenario of cloud environment, also there is a need of machine learning method to predict the strategies and produce the according resources. The admission control provided by trust model that is based on SLA uses different strategies to decide upon accepting user requests so that there is minimal performance impact, avoiding SLA penalties that are giving higher profit. Machine learning method aims at building a distributed system for cloud resource monitoring and prediction that includes learning-based methodologies for modelling and optimization of resource prediction models. The learning methods are Artificial Neural Network (ANN) and Support Vector Machine (SVM) are two typical machine learning strategies in the category of regression computation. These two methods can be employed for modelling resource state prediction. In addition, we conduct a widespread evaluation study to analyze which solution matches best in which scenario to maximize SaaS provider's profit. Results obtained through our extensive simulation shows that our proposed algorithms provide significant improvement (up to 40% cost saving) over literature reference ones.",1998,Journal of Computer Science,journal,en,Cloud Computing and Resource Management,0.9999,IoT and Edge/Fog Computing,Software System Performance and Reliability,Information Systems,Computer Science,Physical Sciences,Cloud Computing and Resource Management; IoT and Edge/Fog Computing; Software System Performance and Reliability,Computer science; Software as a service; Cloud computing; Service-level agreement; Service provider; Machine learning; Admission control; Artificial intelligence; Software; Virtual machine; Quality of service; Service (business); Computer network; Software development; Operating system,Computer science; Software as a service; Cloud computing; Service-level agreement; Service provider; Machine learning; Admission control; Artificial intelligence; Software; Virtual machine; Quality of service,,,1,6,http://thescipub.com/pdf/10.3844/jcssp.2013.1283.1294,False,False,medium
W2222819603,"Pedogenesis Seri-seri Tanah di Daerah Cibinong, Citeureup dan Kedunghalang, Kabupaten Bogor",1987,article,,,https://repository.ipb.ac.id/handle/123456789/37742?show=full,https://openalex.org/W2222819603,0,False,closed,OpenAlex,,0,,,ms,Plant Growth and Agriculture Techniques,0.9057,,,Soil Science,Agricultural and Biological Sciences,Life Sciences,Plant Growth and Agriculture Techniques,Pedogenesis; Geology; Soil water,Pedogenesis,,,1,0,,False,False,low
W4411584101,Advanced Plant Pathology: Leveraging Deep Learning for Early Detection of Leaf Diseases,2025,conference-paper,,10.1109/ickecs65700.2025.11035967,https://doi.org/10.1109/ickecs65700.2025.11035967,https://openalex.org/W4411584101,5,False,closed,OpenAlex,"The Plant Leaf Diseases Detection System addresses the critical challenge of early detection and management of plant diseases, significantly impacting agricultural productivity and food security. Utilizing advanced technologies, this cutting-edge agricultural solution employs a Convolutional Neural Network (CNN) model, specifically based on the VGG19 architecture implemented using Keras. This robust deep learning model is trained on a diverse dataset containing images of both healthy and diseased leaves, allowing it to extract intricate features and accurately classify various plant diseases automatically. The system seamlessly integrates HTML, CSS, and Flask for the front end, while Keras powers the back end, resulting in a user-friendly web application interface. Incorporating this technology not only enhances the efficiency of disease detection but also facilitates user interaction and accessibility.",916,,,en,Smart Agriculture and AI,0.9376,Plant Pathogens and Fungal Diseases,,Plant Science,Agricultural and Biological Sciences,Life Sciences,Smart Agriculture and AI; Plant Pathogens and Fungal Diseases,Computer science; Deep learning; Artificial intelligence; Pathology; Medicine,Computer science; Deep learning; Artificial intelligence; Pathology,,,6,8,,False,True,medium
W4407363803,CASCAIN: Cascaded Attention Infused Networks for Named Entity Recognition in Code-Mixed Setting,2025,conference-paper,Communications in computer and information science,10.1007/978-3-031-81336-8_14,https://doi.org/10.1007/978-3-031-81336-8_14,https://openalex.org/W4407363803,0,False,closed,OpenAlex,,0,Communications in computer and information science,book series,en,Topic Modeling,0.9999,Natural Language Processing Techniques,Speech and dialogue systems,Artificial Intelligence,Computer Science,Physical Sciences,Topic Modeling; Natural Language Processing Techniques; Speech and dialogue systems,Code (set theory); Computer science; Natural language processing; Information retrieval; Artificial intelligence; Programming language,Code (set theory); Computer science; Natural language processing; Information retrieval; Artificial intelligence,Vellore Institute of Technology University,IN,5,11,,False,True,medium
