faculty_id,topic,n_papers,first_year,latest_year,citations,field,domain,is_active_topic
RVCE-CSE-012,Remote-Sensing Image Classification,1,2021,2021,1,Environmental Science,Physical Sciences,False
RVCE-CSE-012,Urban Green Space and Health,1,2026,2026,0,Environmental Science,Physical Sciences,True
RVCE-CSE-012,Urban Heat Island Mitigation,1,2026,2026,0,Environmental Science,Physical Sciences,True
RVCE-CSE-013,Advanced Image Fusion Techniques,1,2018,2018,5,Computer Science,Physical Sciences,False
RVCE-CSE-013,Advanced Image Processing Techniques,1,2018,2018,5,Computer Science,Physical Sciences,False
RVCE-CSE-013,Blockchain Technology Applications and Security,1,2017,2017,11,Computer Science,Physical Sciences,False
RVCE-CSE-013,Cloud Data Security Solutions,1,2017,2017,11,Computer Science,Physical Sciences,False
RVCE-CSE-013,Cryptography and Data Security,1,2017,2017,11,Computer Science,Physical Sciences,False
RVCE-CSE-013,Ethnobotanical and Medicinal Plants Studies,1,2011,2011,6,Agricultural and Biological Sciences,Life Sciences,False
RVCE-CSE-013,Image Enhancement Techniques,1,2018,2018,5,Computer Science,Physical Sciences,False
RVCE-CSE-013,Natural Antidiabetic Agents Studies,1,2011,2011,6,Agricultural and Biological Sciences,Life Sciences,False
RVCE-CSE-013,Phytochemistry and Biological Activities,1,2011,2011,6,Agricultural and Biological Sciences,Life Sciences,False
RVCE-CSE-014,Human Pose and Action Recognition,4,2020,2023,9,Engineering,Physical Sciences,True
RVCE-CSE-014,Emotion and Mood Recognition,2,2020,2025,6,Psychology,Social Sciences,True
RVCE-CSE-014,Face and Expression Recognition,2,2020,2023,4,Computer Science,Physical Sciences,True
RVCE-CSE-014,Gait Recognition and Analysis,2,2021,2023,0,Computer Science,Physical Sciences,True
RVCE-CSE-014,Hand Gesture Recognition Systems,2,2020,2020,9,Computer Science,Physical Sciences,False
RVCE-CSE-014,Robotics and Automated Systems,2,2020,2020,9,Computer Science,Physical Sciences,False
RVCE-CSE-014,Spam and Phishing Detection,2,2014,2017,5,Computer Science,Physical Sciences,False
RVCE-CSE-014,Text and Document Classification Technologies,2,2014,2017,5,Computer Science,Physical Sciences,False
RVCE-CSE-014,Web Data Mining and Analysis,2,2014,2017,5,Computer Science,Physical Sciences,False
RVCE-CSE-014,Advanced Text Analysis Techniques,1,2025,2025,5,Psychology,Social Sciences,True
RVCE-CSE-014,Anomaly Detection Techniques and Applications,1,2021,2021,0,Computer Science,Physical Sciences,False
RVCE-CSE-014,Artificial Intelligence in Healthcare,1,2018,2018,266,Computer Science,Physical Sciences,False
RVCE-CSE-014,Astro and Planetary Science,1,2024,2024,1,Physics and Astronomy,Physical Sciences,True
RVCE-CSE-014,Consumer Attitudes and Food Labeling,1,2025,2025,0,Medicine,Health Sciences,True
RVCE-CSE-014,Data Stream Mining Techniques,1,2018,2018,266,Computer Science,Physical Sciences,False
RVCE-CSE-014,EEG and Brain-Computer Interfaces,1,2020,2020,1,Psychology,Social Sciences,False
RVCE-CSE-014,Elder Abuse and Neglect,1,2023,2023,2,Engineering,Physical Sciences,True
RVCE-CSE-014,Face recognition and analysis,1,2023,2023,0,Computer Science,Physical Sciences,True
RVCE-CSE-014,Gamma-ray bursts and supernovae,1,2024,2024,1,Physics and Astronomy,Physical Sciences,True
RVCE-CSE-014,Gaze Tracking and Assistive Technology,1,2020,2020,2,Computer Science,Physical Sciences,False
RVCE-CSE-014,Machine Learning and Data Classification,1,2023,2023,3,Computer Science,Physical Sciences,True
RVCE-CSE-014,Machine Learning in Healthcare,1,2018,2018,266,Computer Science,Physical Sciences,False
RVCE-CSE-014,"Nutrition, Genetics, and Disease",1,2025,2025,0,Medicine,Health Sciences,True
RVCE-CSE-014,Nutritional Studies and Diet,1,2025,2025,0,Medicine,Health Sciences,True
RVCE-CSE-014,Plant Disease Management Techniques,1,2025,2025,0,Agricultural and Biological Sciences,Life Sciences,True
RVCE-CSE-014,Plant Virus Research Studies,1,2025,2025,0,Agricultural and Biological Sciences,Life Sciences,True
RVCE-CSE-014,Sentiment Analysis and Opinion Mining,1,2025,2025,5,Psychology,Social Sciences,True
RVCE-CSE-014,Smart Agriculture and AI,1,2025,2025,0,Agricultural and Biological Sciences,Life Sciences,True
RVCE-CSE-014,Space Satellite Systems and Control,1,2024,2024,1,Physics and Astronomy,Physical Sciences,True
RVCE-CSE-014,Technology and Data Analysis,1,2024,2024,0,Computer Science,Physical Sciences,True
RVCE-CSE-014,Traffic and Road Safety,1,2023,2023,2,Engineering,Physical Sciences,True
RVCE-CSE-016,Advanced Image Processing Techniques,2,2017,2017,0,Computer Science,Physical Sciences,False
RVCE-CSE-016,Image Enhancement Techniques,2,2017,2017,0,Computer Science,Physical Sciences,False
RVCE-CSE-016,Image and Signal Denoising Methods,2,2017,2017,0,Computer Science,Physical Sciences,False
RVCE-CSE-016,Advanced Neural Network Applications,1,2021,2021,2,Environmental Science,Physical Sciences,False
RVCE-CSE-016,Brain Tumor Detection and Classification,1,2024,2024,1,Neuroscience,Life Sciences,True
RVCE-CSE-016,Customer churn and segmentation,1,2024,2024,1,"Business, Management and Accounting",Social Sciences,True
RVCE-CSE-016,Data Mining Algorithms and Applications,1,2024,2024,0,Computer Science,Physical Sciences,True
RVCE-CSE-016,Hand Gesture Recognition Systems,1,2021,2021,2,Environmental Science,Physical Sciences,False
RVCE-CSE-016,Land Use and Ecosystem Services,1,2018,2018,3,Environmental Science,Physical Sciences,False
RVCE-CSE-016,Neural Networks and Applications,1,2024,2024,0,Computer Science,Physical Sciences,True
RVCE-CSE-016,Online Learning and Analytics,1,2024,2024,0,Computer Science,Physical Sciences,True
RVCE-CSE-016,Remote Sensing in Agriculture,1,2018,2018,3,Environmental Science,Physical Sciences,False
RVCE-CSE-016,Sports Analytics and Performance,1,2024,2024,1,"Business, Management and Accounting",Social Sciences,True
RVCE-CSE-016,Urban Green Space and Health,1,2018,2018,3,Environmental Science,Physical Sciences,False
RVCE-CSE-016,Water Quality Monitoring Technologies,1,2021,2021,2,Environmental Science,Physical Sciences,False
RVCE-CSE-017,Network Security and Intrusion Detection,16,2021,2026,58,Computer Science,Physical Sciences,True
RVCE-CSE-017,Internet Traffic Analysis and Secure E-voting,10,2021,2025,40,Computer Science,Physical Sciences,True
RVCE-CSE-017,Interconnection Networks and Systems,9,2018,2024,41,Computer Science,Physical Sciences,True
RVCE-CSE-017,Advanced Memory and Neural Computing,8,2018,2024,20,Computer Science,Physical Sciences,True
RVCE-CSE-017,Advanced Malware Detection Techniques,7,2021,2026,24,Computer Science,Physical Sciences,True
RVCE-CSE-017,Chaos-based Image/Signal Encryption,6,2010,2013,4,Computer Science,Physical Sciences,False
RVCE-CSE-017,Spam and Phishing Detection,6,2023,2026,8,Social Sciences,Social Sciences,True
RVCE-CSE-017,Anomaly Detection Techniques and Applications,5,2023,2026,10,Computer Science,Physical Sciences,True
RVCE-CSE-017,Artificial Intelligence in Law,5,2018,2024,16,Social Sciences,Social Sciences,True
RVCE-CSE-017,Cryptographic Implementations and Security,5,2010,2012,4,Computer Science,Physical Sciences,False
RVCE-CSE-017,Software System Performance and Reliability,5,2020,2026,19,Computer Science,Physical Sciences,True
RVCE-CSE-017,Advanced Data Storage Technologies,4,2011,2013,4,Computer Science,Physical Sciences,False
RVCE-CSE-017,Parallel Computing and Optimization Techniques,4,2019,2024,18,Computer Science,Physical Sciences,True
RVCE-CSE-017,Topic Modeling,4,2024,2026,2,Computer Science,Physical Sciences,True
RVCE-CSE-017,Adversarial Robustness in Machine Learning,3,2026,2026,0,Computer Science,Physical Sciences,True
RVCE-CSE-017,Artificial Intelligence in Healthcare,3,2024,2025,92,"Biochemistry, Genetics and Molecular Biology",Life Sciences,True
RVCE-CSE-017,Brain Tumor Detection and Classification,3,2023,2025,0,Health Professions,Health Sciences,True
RVCE-CSE-017,Embedded Systems Design Techniques,3,2018,2021,13,Computer Science,Physical Sciences,False
RVCE-CSE-017,"IPv6, Mobility, Handover, Networks, Security",3,2017,2022,26,Computer Science,Physical Sciences,False
RVCE-CSE-017,Image and Object Detection Techniques,3,2015,2026,2,Computer Science,Physical Sciences,True
RVCE-CSE-017,IoT and GPS-based Vehicle Safety Systems,3,2017,2024,50,Engineering,Physical Sciences,True
RVCE-CSE-017,Misinformation and Its Impacts,3,2023,2026,0,Social Sciences,Social Sciences,True
RVCE-CSE-017,Natural Language Processing Techniques,3,2018,2025,3,Computer Science,Physical Sciences,True
RVCE-CSE-017,Quantum Computing Algorithms and Architecture,3,2020,2021,14,Computer Science,Physical Sciences,False
RVCE-CSE-017,Software-Defined Networks and 5G,3,2016,2025,14,Computer Science,Physical Sciences,True
RVCE-CSE-017,Vehicle License Plate Recognition,3,2019,2025,13,Engineering,Physical Sciences,True
RVCE-CSE-017,3D Shape Modeling and Analysis,2,2026,2026,0,Computer Science,Physical Sciences,True
RVCE-CSE-017,Advanced Graph Neural Networks,2,2024,2025,0,Computer Science,Physical Sciences,True
RVCE-CSE-017,Big Data and Business Intelligence,2,2021,2021,0,"Business, Management and Accounting",Social Sciences,False
RVCE-CSE-017,Cloud Computing and Resource Management,2,2020,2020,10,Computer Science,Physical Sciences,False
RVCE-CSE-017,Cloud Data Security Solutions,2,2013,2026,2,Computer Science,Physical Sciences,True
RVCE-CSE-017,Computational Physics and Python Applications,2,2018,2021,94,Computer Science,Physical Sciences,False
RVCE-CSE-017,Cryptography and Residue Arithmetic,2,2010,2010,0,Computer Science,Physical Sciences,False
RVCE-CSE-017,"Diabetes, Cardiovascular Risks, and Lipoproteins",2,2018,2019,16,Medicine,Health Sciences,False
RVCE-CSE-017,Imbalanced Data Classification Techniques,2,2024,2026,2,Computer Science,Physical Sciences,True
RVCE-CSE-017,Infant Health and Development,2,2017,2017,29,Health Professions,Health Sciences,False
RVCE-CSE-017,Information and Cyber Security,2,2024,2024,4,Computer Science,Physical Sciences,True
RVCE-CSE-017,IoT and Edge/Fog Computing,2,2018,2021,0,"Business, Management and Accounting",Social Sciences,False
RVCE-CSE-017,"Law, Economics, and Judicial Systems",2,2021,2024,11,Social Sciences,Social Sciences,True
RVCE-CSE-017,Mobile Agent-Based Network Management,2,2017,2025,14,Computer Science,Physical Sciences,True
RVCE-CSE-017,Neonatal and fetal brain pathology,2,2017,2017,29,Health Professions,Health Sciences,False
RVCE-CSE-017,Network Traffic and Congestion Control,2,2016,2017,20,Computer Science,Physical Sciences,False
RVCE-CSE-017,Quantum Information and Cryptography,2,2021,2021,2,Computer Science,Physical Sciences,False
RVCE-CSE-017,Quantum-Dot Cellular Automata,2,2020,2023,13,Computer Science,Physical Sciences,True
RVCE-CSE-017,Sentiment Analysis and Opinion Mining,2,2021,2025,8,Computer Science,Physical Sciences,True
RVCE-CSE-017,Smart Parking Systems Research,2,2019,2019,12,Engineering,Physical Sciences,False
RVCE-CSE-017,User Authentication and Security Systems,2,2026,2026,0,Computer Science,Physical Sciences,True
RVCE-CSE-017,AI in Service Interactions,1,2021,2021,6,Computer Science,Physical Sciences,False
RVCE-CSE-017,Advanced Authentication Protocols Security,1,2017,2017,3,Computer Science,Physical Sciences,False
RVCE-CSE-017,Advanced Data Processing Techniques,1,2024,2024,7,Computer Science,Physical Sciences,True
RVCE-CSE-017,Advanced Image Fusion Techniques,1,2021,2021,0,Engineering,Physical Sciences,False
RVCE-CSE-017,Advanced Image and Video Retrieval Techniques,1,2016,2016,13,Computer Science,Physical Sciences,False
RVCE-CSE-017,Advanced Neural Network Applications,1,2016,2016,13,Computer Science,Physical Sciences,False
RVCE-CSE-017,Advanced Optical Network Technologies,1,2016,2016,6,Computer Science,Physical Sciences,False
RVCE-CSE-017,Advanced Text Analysis Techniques,1,2025,2025,2,Computer Science,Physical Sciences,True
RVCE-CSE-017,Advanced Theoretical and Applied Studies in Material Sciences and Geometry,1,2023,2023,2,Computer Science,Physical Sciences,True
RVCE-CSE-017,Algorithms and Data Compression,1,2018,2018,93,Computer Science,Physical Sciences,False
RVCE-CSE-017,Authorship Attribution and Profiling,1,2025,2025,0,Computer Science,Physical Sciences,True
RVCE-CSE-017,Big Data and Digital Economy,1,2026,2026,0,Social Sciences,Social Sciences,True
RVCE-CSE-017,Bioinformatics and Genomic Networks,1,2020,2020,0,"Biochemistry, Genetics and Molecular Biology",Life Sciences,False
RVCE-CSE-017,Biomedical Text Mining and Ontologies,1,2020,2020,0,"Biochemistry, Genetics and Molecular Biology",Life Sciences,False
RVCE-CSE-017,Blockchain Technology Applications and Security,1,2024,2024,3,Computer Science,Physical Sciences,True
RVCE-CSE-017,Blood donation and transfusion practices,1,2023,2023,0,Computer Science,Physical Sciences,True
RVCE-CSE-017,COVID-19 diagnosis using AI,1,2021,2021,0,Medicine,Health Sciences,False
RVCE-CSE-017,Cardiovascular and exercise physiology,1,2019,2019,7,Medicine,Health Sciences,False
RVCE-CSE-017,Cognitive Computing and Networks,1,2024,2024,0,Computer Science,Physical Sciences,True
RVCE-CSE-017,Color Science and Applications,1,2024,2024,3,Engineering,Physical Sciences,True
RVCE-CSE-017,Computer Graphics and Visualization Techniques,1,2023,2023,2,Computer Science,Physical Sciences,True
RVCE-CSE-017,Context-Aware Activity Recognition Systems,1,2018,2018,0,Computer Science,Physical Sciences,False
RVCE-CSE-017,Cryptography and Data Security,1,2017,2017,3,Computer Science,Physical Sciences,False
RVCE-CSE-017,Customer churn and segmentation,1,2021,2021,0,"Business, Management and Accounting",Social Sciences,False
RVCE-CSE-017,Cybercrime and Law Enforcement Studies,1,2025,2025,0,Computer Science,Physical Sciences,True
RVCE-CSE-017,Dementia and Cognitive Impairment Research,1,2023,2023,0,Neuroscience,Life Sciences,True
RVCE-CSE-017,Diabetes Management and Education,1,2018,2018,9,Medicine,Health Sciences,False
RVCE-CSE-017,Digital Marketing and Social Media,1,2025,2025,2,Computer Science,Physical Sciences,True
RVCE-CSE-017,Digital Radiography and Breast Imaging,1,2015,2015,0,Medicine,Health Sciences,False
RVCE-CSE-017,Digital and Cyber Forensics,1,2025,2025,0,Computer Science,Physical Sciences,True
RVCE-CSE-017,Distributed and Parallel Computing Systems,1,2025,2025,0,Computer Science,Physical Sciences,True
RVCE-CSE-017,ECG Monitoring and Analysis,1,2021,2021,0,Engineering,Physical Sciences,False
RVCE-CSE-017,Embedded Systems and FPGA Design,1,2021,2021,0,Computer Science,Physical Sciences,False
RVCE-CSE-017,Embodied and Extended Cognition,1,2019,2019,2,Neuroscience,Life Sciences,False
RVCE-CSE-017,Emotion and Mood Recognition,1,2026,2026,0,Computer Science,Physical Sciences,True
RVCE-CSE-017,Ethics and Social Impacts of AI,1,2026,2026,0,Computer Science,Physical Sciences,True
RVCE-CSE-017,Exercise and Physiological Responses,1,2019,2019,7,Medicine,Health Sciences,False
RVCE-CSE-017,Face recognition and analysis,1,2021,2021,0,Medicine,Health Sciences,False
RVCE-CSE-017,Formal Methods in Verification,1,2020,2020,5,Computer Science,Physical Sciences,False
RVCE-CSE-017,"Genetics, Bioinformatics, and Biomedical Research",1,2020,2020,0,"Biochemistry, Genetics and Molecular Biology",Life Sciences,False
RVCE-CSE-017,Heart Rate Variability and Autonomic Control,1,2021,2021,0,Engineering,Physical Sciences,False
RVCE-CSE-017,ICT in Developing Communities,1,2026,2026,0,Computer Science,Physical Sciences,True
RVCE-CSE-017,Image Enhancement Techniques,1,2024,2024,3,Engineering,Physical Sciences,True
RVCE-CSE-017,Image Processing Techniques and Applications,1,2026,2026,0,Computer Science,Physical Sciences,True
RVCE-CSE-017,Image Retrieval and Classification Techniques,1,2015,2015,0,Computer Science,Physical Sciences,False
RVCE-CSE-017,Industrial Vision Systems and Defect Detection,1,2024,2024,3,Engineering,Physical Sciences,True
RVCE-CSE-017,Infrared Target Detection Methodologies,1,2021,2021,0,Engineering,Physical Sciences,False
RVCE-CSE-017,IoT Networks and Protocols,1,2018,2018,0,Computer Science,Physical Sciences,False
RVCE-CSE-017,IoT-based Smart Home Systems,1,2024,2024,7,Engineering,Physical Sciences,True
RVCE-CSE-017,Legal Education and Practice Innovations,1,2021,2021,9,Social Sciences,Social Sciences,False
RVCE-CSE-017,"Logic, programming, and type systems",1,2018,2018,0,Computer Science,Physical Sciences,False
RVCE-CSE-017,Machine Learning and Data Classification,1,2016,2016,13,Computer Science,Physical Sciences,False
RVCE-CSE-017,Machine Learning and ELM,1,2024,2024,0,Neuroscience,Life Sciences,True
RVCE-CSE-017,Machine Learning in Healthcare,1,2023,2023,0,Neuroscience,Life Sciences,True
RVCE-CSE-017,Medical Image Segmentation Techniques,1,2015,2015,0,Computer Science,Physical Sciences,False
RVCE-CSE-017,Medical Imaging and Analysis,1,2025,2025,1,Engineering,Physical Sciences,True
RVCE-CSE-017,Mineral Processing and Grinding,1,2026,2026,0,Computer Science,Physical Sciences,True
RVCE-CSE-017,"Modeling, Simulation, and Optimization",1,2024,2024,0,Social Sciences,Social Sciences,True
RVCE-CSE-017,Multi-Agent Systems and Negotiation,1,2018,2018,3,Social Sciences,Social Sciences,False
RVCE-CSE-017,Multimodal Machine Learning Applications,1,2026,2026,0,Computer Science,Physical Sciences,True
RVCE-CSE-017,Network Packet Processing and Optimization,1,2023,2023,0,Computer Science,Physical Sciences,True
RVCE-CSE-017,Non-Invasive Vital Sign Monitoring,1,2021,2021,0,Engineering,Physical Sciences,False
RVCE-CSE-017,"Nutrition, Genetics, and Disease",1,2025,2025,70,"Biochemistry, Genetics and Molecular Biology",Life Sciences,True
RVCE-CSE-017,Nutritional Studies and Diet,1,2025,2025,70,"Biochemistry, Genetics and Molecular Biology",Life Sciences,True
RVCE-CSE-017,Optical Wireless Communication Technologies,1,2019,2019,9,Engineering,Physical Sciences,False
RVCE-CSE-017,Organizational and Employee Performance,1,2021,2021,6,Computer Science,Physical Sciences,False
RVCE-CSE-017,Physical Activity and Health,1,2018,2018,9,Medicine,Health Sciences,False
RVCE-CSE-017,"Privacy, Security, and Data Protection",1,2023,2023,1,Computer Science,Physical Sciences,True
RVCE-CSE-017,Quantum and electron transport phenomena,1,2021,2021,1,Computer Science,Physical Sciences,False
RVCE-CSE-017,RFID technology advancements,1,2020,2020,30,Engineering,Physical Sciences,False
RVCE-CSE-017,Radiation Dose and Imaging,1,2015,2015,0,Medicine,Health Sciences,False
RVCE-CSE-017,Radiation Effects in Electronics,1,2022,2022,4,Computer Science,Physical Sciences,False
RVCE-CSE-017,Radiology practices and education,1,2015,2015,0,Medicine,Health Sciences,False
RVCE-CSE-017,Real-Time Systems Scheduling,1,2021,2021,0,Computer Science,Physical Sciences,False
RVCE-CSE-017,Remote-Sensing Image Classification,1,2021,2021,0,Engineering,Physical Sciences,False
RVCE-CSE-017,Robotic Path Planning Algorithms,1,2019,2019,3,Engineering,Physical Sciences,False
RVCE-CSE-017,Service-Oriented Architecture and Web Services,1,2020,2020,3,Computer Science,Physical Sciences,False
RVCE-CSE-017,Smart Grid Security and Resilience,1,2025,2025,0,Computer Science,Physical Sciences,True
RVCE-CSE-017,Smart Systems and Machine Learning,1,2024,2024,22,Health Professions,Health Sciences,True
RVCE-CSE-017,Software Engineering Research,1,2024,2024,2,Computer Science,Physical Sciences,True
RVCE-CSE-017,Software Reliability and Analysis Research,1,2024,2024,2,Computer Science,Physical Sciences,True
RVCE-CSE-017,Software Testing and Debugging Techniques,1,2020,2020,5,Computer Science,Physical Sciences,False
RVCE-CSE-017,Speech Recognition and Synthesis,1,2017,2017,16,Health Professions,Health Sciences,False
RVCE-CSE-017,Supercapacitor Materials and Fabrication,1,2022,2022,2,Computer Science,Physical Sciences,False
RVCE-CSE-017,VLSI and Analog Circuit Testing,1,2020,2020,5,Computer Science,Physical Sciences,False
RVCE-CSE-017,Vehicular Ad Hoc Networks (VANETs),1,2020,2020,30,Engineering,Physical Sciences,False
RVCE-CSE-017,Video Surveillance and Tracking Methods,1,2021,2021,0,Medicine,Health Sciences,False
RVCE-CSE-017,Web Application Security Vulnerabilities,1,2025,2025,0,Computer Science,Physical Sciences,True
RVCE-CSE-017,semigroups and automata theory,1,2018,2018,0,Computer Science,Physical Sciences,False
RVCE-CSE-018,Video Surveillance and Tracking Methods,33,2015,2025,1587,Computer Science,Physical Sciences,True
RVCE-CSE-018,Advanced Neural Network Applications,18,2018,2025,1431,Computer Science,Physical Sciences,True
RVCE-CSE-018,Network Security and Intrusion Detection,14,2020,2025,253,Computer Science,Physical Sciences,True
RVCE-CSE-018,Anomaly Detection Techniques and Applications,13,2018,2024,679,Computer Science,Physical Sciences,True
RVCE-CSE-018,Advanced Malware Detection Techniques,8,2023,2025,68,Computer Science,Physical Sciences,True
RVCE-CSE-018,Fire Detection and Safety Systems,8,2015,2025,313,Engineering,Physical Sciences,True
RVCE-CSE-018,IoT-based Smart Home Systems,7,2015,2024,174,Engineering,Physical Sciences,True
RVCE-CSE-018,Advanced Image and Video Retrieval Techniques,6,2016,2023,253,Engineering,Physical Sciences,True
RVCE-CSE-018,Currency Recognition and Detection,6,2018,2024,582,Computer Science,Physical Sciences,True
RVCE-CSE-018,Digital Media Forensic Detection,6,2020,2025,167,Computer Science,Physical Sciences,True
RVCE-CSE-018,Traffic Prediction and Management Techniques,6,2021,2026,96,Engineering,Physical Sciences,True
RVCE-CSE-018,Vehicle License Plate Recognition,6,2020,2025,166,Computer Science,Physical Sciences,True
RVCE-CSE-018,Blockchain Technology Applications and Security,5,2021,2024,117,Computer Science,Physical Sciences,True
RVCE-CSE-018,IoT and Edge/Fog Computing,5,2013,2022,93,Computer Science,Physical Sciences,False
RVCE-CSE-018,Autonomous Vehicle Technology and Safety,4,2015,2023,60,Computer Science,Physical Sciences,True
RVCE-CSE-018,Brain Tumor Detection and Classification,4,2018,2025,288,Computer Science,Physical Sciences,True
RVCE-CSE-018,Generative Adversarial Networks and Image Synthesis,4,2021,2025,43,Computer Science,Physical Sciences,True
RVCE-CSE-018,Information and Cyber Security,4,2023,2025,10,Computer Science,Physical Sciences,True
RVCE-CSE-018,Spam and Phishing Detection,4,2023,2024,76,Computer Science,Physical Sciences,True
RVCE-CSE-018,Advanced Text Analysis Techniques,3,2022,2025,7,Computer Science,Physical Sciences,True
RVCE-CSE-018,Digital and Cyber Forensics,3,2023,2023,24,Computer Science,Physical Sciences,True
RVCE-CSE-018,Face recognition and analysis,3,2022,2025,15,Computer Science,Physical Sciences,True
RVCE-CSE-018,Human Pose and Action Recognition,3,2018,2025,85,Computer Science,Physical Sciences,True
RVCE-CSE-018,Image Enhancement Techniques,3,2016,2023,60,Computer Science,Physical Sciences,True
RVCE-CSE-018,Industrial Vision Systems and Defect Detection,3,2024,2025,7,Computer Science,Physical Sciences,True
RVCE-CSE-018,Internet Traffic Analysis and Secure E-voting,3,2020,2024,83,Computer Science,Physical Sciences,True
RVCE-CSE-018,Recommender Systems and Techniques,3,2020,2025,30,Computer Science,Physical Sciences,True
RVCE-CSE-018,Robotics and Sensor-Based Localization,3,2015,2021,90,Computer Science,Physical Sciences,False
RVCE-CSE-018,Smart Agriculture and AI,3,2022,2025,18,Agricultural and Biological Sciences,Life Sciences,True
RVCE-CSE-018,Advanced Graph Neural Networks,2,2021,2023,92,Social Sciences,Social Sciences,True
RVCE-CSE-018,Advanced Vision and Imaging,2,2016,2016,54,Computer Science,Physical Sciences,False
RVCE-CSE-018,Advancements in PLL and VCO Technologies,2,2016,2017,25,Engineering,Physical Sciences,False
RVCE-CSE-018,Adversarial Robustness in Machine Learning,2,2024,2025,1,Computer Science,Physical Sciences,True
RVCE-CSE-018,Big Data and Business Intelligence,2,2018,2022,38,Decision Sciences,Social Sciences,False
RVCE-CSE-018,COVID-19 diagnosis using AI,2,2022,2022,12,Medicine,Health Sciences,False
RVCE-CSE-018,Cloud Computing and Resource Management,2,2013,2024,10,Computer Science,Physical Sciences,True
RVCE-CSE-018,Data Stream Mining Techniques,2,2018,2022,62,Computer Science,Physical Sciences,False
RVCE-CSE-018,Digital Filter Design and Implementation,2,2016,2017,21,Computer Science,Physical Sciences,False
RVCE-CSE-018,ECG Monitoring and Analysis,2,2015,2026,11,Engineering,Physical Sciences,True
RVCE-CSE-018,Human Mobility and Location-Based Analysis,2,2023,2026,7,Engineering,Physical Sciences,True
RVCE-CSE-018,"IPv6, Mobility, Handover, Networks, Security",2,2015,2021,9,Engineering,Physical Sciences,False
RVCE-CSE-018,Imbalanced Data Classification Techniques,2,2022,2024,15,Computer Science,Physical Sciences,True
RVCE-CSE-018,IoT and GPS-based Vehicle Safety Systems,2,2022,2024,36,Engineering,Physical Sciences,True
RVCE-CSE-018,Legal and Regulatory Analysis,2,2016,2016,0,Engineering,Physical Sciences,False
RVCE-CSE-018,"Linguistic, Cultural, and Literary Studies",2,2016,2016,0,Engineering,Physical Sciences,False
RVCE-CSE-018,Machine Learning and Data Classification,2,2018,2022,62,Computer Science,Physical Sciences,False
RVCE-CSE-018,Machine Learning in Healthcare,2,2022,2023,7,Neuroscience,Life Sciences,True
RVCE-CSE-018,Military Technology and Strategies,2,2016,2016,0,Engineering,Physical Sciences,False
RVCE-CSE-018,Misinformation and Its Impacts,2,2023,2023,30,Social Sciences,Social Sciences,True
RVCE-CSE-018,Non-Invasive Vital Sign Monitoring,2,2015,2026,11,Engineering,Physical Sciences,True
RVCE-CSE-018,Numerical Methods and Algorithms,2,2017,2017,20,Computer Science,Physical Sciences,False
RVCE-CSE-018,Security in Wireless Sensor Networks,2,2025,2025,1,Computer Science,Physical Sciences,True
RVCE-CSE-018,Sentiment Analysis and Opinion Mining,2,2023,2023,3,Computer Science,Physical Sciences,True
RVCE-CSE-018,Smart Systems and Machine Learning,2,2022,2024,27,Health Professions,Health Sciences,True
RVCE-CSE-018,Software System Performance and Reliability,2,2013,2024,16,Computer Science,Physical Sciences,True
RVCE-CSE-018,Video Analysis and Summarization,2,2019,2025,51,Computer Science,Physical Sciences,True
RVCE-CSE-018,Wireless Body Area Networks,2,2017,2026,1,Engineering,Physical Sciences,True
RVCE-CSE-018,Wireless Communication Networks Research,2,2015,2016,4,Engineering,Physical Sciences,False
RVCE-CSE-018,3D Surveying and Cultural Heritage,1,2018,2018,4,Engineering,Physical Sciences,False
RVCE-CSE-018,AI in Service Interactions,1,2023,2023,1,Computer Science,Physical Sciences,True
RVCE-CSE-018,Advanced Computational Techniques and Applications,1,2022,2022,2,Decision Sciences,Social Sciences,False
RVCE-CSE-018,Advanced Data Compression Techniques,1,2017,2017,16,Computer Science,Physical Sciences,False
RVCE-CSE-018,Advanced Data Processing Techniques,1,2024,2024,7,Computer Science,Physical Sciences,True
RVCE-CSE-018,Advanced Data and IoT Technologies,1,2023,2023,16,Computer Science,Physical Sciences,True
RVCE-CSE-018,Advanced Database Systems and Queries,1,2022,2022,2,Decision Sciences,Social Sciences,False
RVCE-CSE-018,Advanced Frequency and Time Standards,1,2015,2015,4,Physics and Astronomy,Physical Sciences,False
RVCE-CSE-018,Advanced Image Processing Techniques,1,2021,2021,16,Computer Science,Physical Sciences,False
RVCE-CSE-018,Advanced Measurement and Detection Methods,1,2018,2018,57,Computer Science,Physical Sciences,False
RVCE-CSE-018,Advanced Wireless Communication Techniques,1,2016,2016,1,Engineering,Physical Sciences,False
RVCE-CSE-018,Advanced Wireless Network Optimization,1,2015,2015,3,Computer Science,Physical Sciences,False
RVCE-CSE-018,Analog and Mixed-Signal Circuit Design,1,2016,2016,5,Engineering,Physical Sciences,False
RVCE-CSE-018,Antenna Design and Analysis,1,2017,2017,1,Engineering,Physical Sciences,False
RVCE-CSE-018,Artificial Intelligence in Healthcare,1,2024,2024,22,Health Professions,Health Sciences,True
RVCE-CSE-018,Artificial Intelligence in Healthcare and Education,1,2022,2022,7,Medicine,Health Sciences,False
RVCE-CSE-018,Autism Spectrum Disorder Research,1,2019,2019,1,Neuroscience,Life Sciences,False
